customer_id,age,gender,trip_type,destination,past_bookings,booking_complete
119,59,Female,RoundTrip,Paris,2,0
120,56,Female,MultiCity,London,2,0
121,58,Male,MultiCity,Delhi,0,0
122,45,Female,OneWay,Delhi,2,1
123,24,Male,OneWay,Paris,0,1
124,26,Male,RoundTrip,Delhi,4,1
125,25,Male,RoundTrip,Delhi,4,0
126,29,Female,MultiCity,London,0,0
127,51,Male,OneWay,New York,0,1
128,50,Male,RoundTrip,Tokyo,0,0
129,65,Male,RoundTrip,Paris,1,0
130,40,Female,RoundTrip,New York,0,1
131,41,Male,MultiCity,Paris,3,0
132,54,Female,RoundTrip,New York,4,0
133,52,Female,RoundTrip,Delhi,4,1
134,61,Male,RoundTrip,Paris,0,1
135,57,Female,OneWay,New York,4,1
136,39,Female,RoundTrip,Tokyo,0,0
137,44,Male,OneWay,Delhi,0,1
138,52,Male,RoundTrip,Paris,4,1
139,18,Male,OneWay,Paris,4,1
140,52,Female,OneWay,New York,3,1
141,54,Male,RoundTrip,Paris,2,0
142,64,Female,RoundTrip,Delhi,3,0
143,31,Female,RoundTrip,London,3,1
144,20,Female,RoundTrip,New York,4,0
145,18,Female,OneWay,Tokyo,3,0
146,22,Female,RoundTrip,Paris,4,1
147,43,Male,RoundTrip,Delhi,1,0
148,31,Male,RoundTrip,Paris,0,0
149,56,Female,RoundTrip,Tokyo,2,0
150,44,Female,OneWay,Delhi,1,0
151,26,Male,RoundTrip,Tokyo,0,0
152,32,Male,MultiCity,Delhi,0,1
153,32,Female,MultiCity,London,2,0
154,43,Female,RoundTrip,Delhi,3,0
155,59,Male,RoundTrip,Tokyo,0,1
156,30,Male,OneWay,New York,2,0
157,68,Female,RoundTrip,London,4,0
158,49,Male,RoundTrip,Paris,0,1
159,56,Male,RoundTrip,London,0,0
160,66,Female,RoundTrip,London,3,1
161,69,Female,OneWay,Paris,3,1
162,49,Female,RoundTrip,Delhi,4,1
163,21,Male,RoundTrip,London,0,0
164,47,Female,MultiCity,London,3,0
165,54,Male,OneWay,New York,2,0
166,40,Female,RoundTrip,New York,0,1
167,56,Female,OneWay,Tokyo,2,1
168,62,Male,RoundTrip,Paris,1,1
169,32,Male,OneWay,Delhi,4,0
170,60,Female,RoundTrip,Delhi,3,0
171,46,Female,RoundTrip,Tokyo,1,0
172,53,Male,OneWay,Delhi,3,0
173,30,Female,RoundTrip,Delhi,1,1
174,49,Male,MultiCity,New York,3,0
175,24,Male,RoundTrip,Delhi,4,0
176,68,Female,MultiCity,Delhi,0,1
177,39,Male,MultiCity,Tokyo,2,0
178,45,Male,RoundTrip,Tokyo,1,1
179,19,Male,OneWay,London,2,0
180,59,Female,RoundTrip,Delhi,2,1
181,62,Male,MultiCity,Delhi,3,0
182,23,Female,RoundTrip,Delhi,0,0
183,45,Female,OneWay,New York,3,0
184,45,Female,RoundTrip,Delhi,2,1
185,61,Male,RoundTrip,New York,4,0
186,61,Male,RoundTrip,London,0,0
187,37,Female,RoundTrip,Paris,0,1
188,47,Female,OneWay,Delhi,2,0
189,28,Male,OneWay,Tokyo,3,1
190,45,Female,OneWay,Tokyo,4,0
191,42,Female,RoundTrip,Delhi,1,0
192,56,Male,RoundTrip,New York,3,0
193,50,Female,RoundTrip,Tokyo,0,0
194,18,Male,OneWay,Tokyo,3,0
195,44,Male,MultiCity,London,1,0
196,69,Female,RoundTrip,London,4,0
197,30,Male,RoundTrip,London,4,0
198,58,Male,RoundTrip,Tokyo,1,0
199,20,Male,OneWay,Tokyo,1,0
200,56,Female,OneWay,Delhi,2,0
201,23,Female,OneWay,Delhi,0,1
202,25,Female,RoundTrip,New York,2,0
203,44,Male,OneWay,Tokyo,3,0
204,26,Male,OneWay,Delhi,1,0
205,54,Female,RoundTrip,Delhi,2,1
206,50,Female,RoundTrip,London,0,0
207,68,Male,RoundTrip,London,0,0
208,59,Female,RoundTrip,London,1,1
209,61,Female,OneWay,Paris,2,0
210,41,Female,RoundTrip,Delhi,4,0
211,32,Female,OneWay,London,1,1
212,49,Female,RoundTrip,London,3,0
213,49,Male,RoundTrip,Tokyo,2,0
214,41,Female,RoundTrip,London,2,0
215,58,Female,RoundTrip,Tokyo,1,0
216,69,Male,RoundTrip,New York,2,0
217,66,Male,RoundTrip,London,2,0
218,66,Male,RoundTrip,Tokyo,3,0
219,69,Male,RoundTrip,London,3,0
220,29,Female,RoundTrip,New York,4,1
221,56,Female,RoundTrip,London,3,1
222,19,Female,RoundTrip,Tokyo,4,0
223,20,Female,MultiCity,New York,3,0
224,66,Male,RoundTrip,New York,4,0
225,54,Male,OneWay,New York,3,0
226,66,Female,RoundTrip,Paris,3,1
227,34,Female,OneWay,Tokyo,1,1
228,66,Female,RoundTrip,Paris,3,0
229,19,Female,MultiCity,New York,4,0
230,19,Male,RoundTrip,Paris,1,1
231,45,Female,OneWay,London,4,1
232,40,Male,RoundTrip,Paris,3,0
233,54,Male,RoundTrip,Delhi,3,0
234,49,Male,OneWay,New York,4,0
235,50,Male,RoundTrip,New York,2,1
236,18,Female,RoundTrip,Tokyo,1,0
237,36,Female,RoundTrip,London,1,1
238,19,Female,OneWay,Tokyo,3,0
239,61,Female,MultiCity,Paris,1,1
240,43,Male,RoundTrip,Delhi,4,0
241,49,Male,OneWay,Delhi,3,0
242,23,Male,RoundTrip,Delhi,1,0
243,49,Female,RoundTrip,Delhi,0,0
244,21,Male,MultiCity,London,1,0
245,28,Male,OneWay,Paris,4,0
246,34,Male,OneWay,Delhi,1,0
247,55,Male,RoundTrip,New York,2,0
248,41,Female,RoundTrip,Paris,2,0
249,22,Male,RoundTrip,London,3,0
250,69,Male,RoundTrip,Delhi,2,0
251,51,Female,RoundTrip,London,4,0
252,23,Female,OneWay,Delhi,0,0
253,39,Female,OneWay,New York,0,0
254,28,Male,RoundTrip,Paris,3,0
255,65,Male,RoundTrip,New York,3,0
256,33,Male,OneWay,Delhi,2,0
257,50,Male,RoundTrip,Tokyo,4,0
258,26,Female,OneWay,Paris,2,0
259,23,Male,RoundTrip,London,4,0
260,33,Male,RoundTrip,Delhi,4,1
261,46,Female,MultiCity,New York,0,0
262,20,Female,RoundTrip,Tokyo,4,0
263,37,Female,RoundTrip,Delhi,1,0
264,53,Male,RoundTrip,London,4,1
265,36,Male,MultiCity,New York,0,0
266,43,Male,OneWay,Paris,2,1
267,20,Male,RoundTrip,Tokyo,4,1
268,36,Male,RoundTrip,Delhi,1,1
269,37,Female,OneWay,Delhi,3,1
270,49,Female,RoundTrip,Delhi,2,0
271,24,Male,OneWay,Delhi,3,0
272,69,Male,RoundTrip,New York,1,1
273,58,Male,RoundTrip,Paris,0,1
274,50,Male,OneWay,London,0,0
275,57,Male,RoundTrip,Tokyo,2,0
276,56,Female,OneWay,Delhi,4,1
277,35,Female,RoundTrip,Delhi,4,0
278,57,Female,RoundTrip,Paris,3,0
279,18,Male,MultiCity,Paris,0,0
280,28,Male,RoundTrip,New York,4,0
281,45,Female,OneWay,New York,4,0
282,42,Female,RoundTrip,New York,0,1
283,67,Male,OneWay,Tokyo,0,0
284,40,Female,OneWay,New York,1,1
285,48,Female,RoundTrip,Delhi,3,1
286,47,Male,OneWay,New York,0,1
287,59,Female,OneWay,Tokyo,1,1
288,52,Female,RoundTrip,New York,0,0
289,24,Female,RoundTrip,New York,2,0
290,33,Male,RoundTrip,Delhi,2,1
291,43,Female,RoundTrip,Delhi,2,0
292,65,Female,RoundTrip,Delhi,0,0
293,69,Female,RoundTrip,New York,4,0
294,66,Male,RoundTrip,Delhi,4,0
295,19,Male,OneWay,Paris,2,1
296,18,Female,RoundTrip,London,3,0
297,65,Male,MultiCity,London,1,1
298,29,Female,RoundTrip,Delhi,2,0
299,22,Male,RoundTrip,Tokyo,1,0
300,54,Male,OneWay,Delhi,1,0
301,49,Female,RoundTrip,Delhi,2,1
302,26,Female,RoundTrip,New York,4,0
303,58,Female,RoundTrip,Tokyo,3,1
304,52,Male,RoundTrip,Delhi,2,1
305,36,Female,RoundTrip,Paris,1,0
306,65,Male,MultiCity,London,0,1
307,33,Male,RoundTrip,Paris,0,0
308,20,Female,OneWay,Paris,1,0
309,37,Male,OneWay,Paris,2,0
310,41,Female,RoundTrip,Tokyo,4,0
311,50,Male,RoundTrip,Tokyo,2,0
312,41,Female,OneWay,Tokyo,3,0
313,69,Male,OneWay,London,0,1
314,28,Male,RoundTrip,New York,1,0
315,66,Female,RoundTrip,Delhi,4,0
316,25,Male,RoundTrip,Delhi,2,0
317,53,Female,RoundTrip,New York,3,0
318,55,Male,RoundTrip,Delhi,2,0
319,57,Male,OneWay,Paris,3,0
320,37,Male,RoundTrip,London,2,1
321,52,Female,OneWay,Delhi,4,0
322,65,Female,OneWay,London,4,0
323,42,Female,RoundTrip,New York,1,0
324,52,Female,RoundTrip,Delhi,4,0
325,42,Female,OneWay,London,3,1
326,46,Male,OneWay,Paris,1,1
327,35,Male,OneWay,Paris,4,1
328,63,Female,RoundTrip,New York,0,0
329,35,Male,RoundTrip,Tokyo,3,0
330,19,Male,RoundTrip,Delhi,1,0
331,52,Male,RoundTrip,Paris,3,0
332,33,Male,OneWay,Paris,1,0
333,58,Female,RoundTrip,New York,3,0
334,53,Male,OneWay,Paris,0,0
335,50,Female,RoundTrip,Delhi,4,0
336,21,Female,OneWay,New York,2,0
337,50,Male,MultiCity,London,2,1
338,31,Female,RoundTrip,New York,2,0
339,38,Male,MultiCity,Delhi,1,0
340,65,Male,RoundTrip,Delhi,4,0
341,37,Male,RoundTrip,London,1,0
342,25,Female,OneWay,New York,1,0
343,24,Female,MultiCity,Delhi,1,0
344,20,Female,RoundTrip,Delhi,1,0
345,34,Male,RoundTrip,London,4,0
346,50,Male,OneWay,Tokyo,2,0
347,65,Male,OneWay,New York,3,1
348,29,Female,RoundTrip,Delhi,1,0
349,68,Male,OneWay,Paris,4,0
350,39,Male,RoundTrip,London,0,0
351,39,Female,RoundTrip,Tokyo,3,0
352,63,Female,RoundTrip,Tokyo,1,0
353,47,Female,RoundTrip,London,1,0
354,55,Male,MultiCity,Tokyo,3,1
355,55,Male,RoundTrip,Delhi,3,0
356,62,Male,MultiCity,Tokyo,1,0
357,68,Female,RoundTrip,New York,4,0
358,25,Female,OneWay,Paris,0,0
359,44,Female,OneWay,Delhi,4,1
360,44,Female,OneWay,London,2,0
361,51,Male,OneWay,Paris,2,0
362,38,Male,RoundTrip,Delhi,2,1
363,47,Male,OneWay,Paris,1,1
364,50,Male,OneWay,Tokyo,0,0
365,45,Male,RoundTrip,London,0,0
366,64,Male,OneWay,London,1,1
367,50,Male,RoundTrip,New York,1,1
368,22,Male,RoundTrip,Tokyo,1,0
369,65,Female,OneWay,New York,0,0
370,36,Female,RoundTrip,New York,1,0
371,21,Male,OneWay,Tokyo,3,0
372,52,Female,RoundTrip,Delhi,3,0
373,66,Male,RoundTrip,New York,3,0
374,34,Male,RoundTrip,Paris,1,0
375,61,Female,RoundTrip,Delhi,3,0
376,45,Male,OneWay,Tokyo,1,0
377,47,Male,RoundTrip,London,3,0
378,46,Male,RoundTrip,Delhi,1,1
379,63,Male,RoundTrip,New York,4,1
380,23,Male,RoundTrip,Paris,2,1
381,52,Male,OneWay,Tokyo,4,0
382,58,Male,RoundTrip,London,2,0
383,54,Female,OneWay,Paris,2,1
384,41,Female,MultiCity,London,3,1
385,46,Male,OneWay,Tokyo,2,1
386,66,Female,OneWay,Delhi,2,0
387,63,Male,RoundTrip,New York,4,0
388,48,Male,RoundTrip,Tokyo,2,1
389,52,Male,OneWay,Paris,1,1
390,50,Male,OneWay,Delhi,1,1
391,69,Female,OneWay,London,3,0
392,38,Female,OneWay,Delhi,4,0
393,49,Female,RoundTrip,Delhi,0,0
394,40,Female,RoundTrip,Paris,4,1
395,50,Male,OneWay,New York,0,1
396,20,Female,OneWay,Delhi,2,0
397,35,Male,RoundTrip,Delhi,0,0
398,42,Male,OneWay,New York,2,0
399,59,Female,RoundTrip,New York,4,0
400,48,Male,RoundTrip,London,4,0
401,20,Female,OneWay,London,3,1
402,57,Female,OneWay,New York,3,1
403,63,Female,RoundTrip,Tokyo,2,0
404,41,Female,RoundTrip,New York,2,0
405,67,Female,RoundTrip,London,1,0
406,49,Male,OneWay,Paris,1,0
407,64,Female,RoundTrip,Paris,1,1
408,39,Female,OneWay,Delhi,4,1
409,40,Male,MultiCity,Paris,0,0
410,19,Female,OneWay,London,2,0
411,44,Female,RoundTrip,Paris,3,0
412,59,Male,OneWay,Tokyo,2,0
413,19,Male,RoundTrip,New York,0,0
414,43,Female,RoundTrip,New York,2,0
415,34,Male,RoundTrip,London,3,1
416,57,Female,RoundTrip,Delhi,3,0
417,50,Male,MultiCity,New York,0,1
418,26,Female,RoundTrip,Paris,3,0
419,60,Female,RoundTrip,Tokyo,4,1
420,65,Female,MultiCity,Delhi,3,1
421,56,Male,RoundTrip,Delhi,0,0
422,46,Female,OneWay,Delhi,0,0
423,59,Male,RoundTrip,New York,2,1
424,43,Female,RoundTrip,Delhi,3,0
425,52,Female,MultiCity,London,3,0
426,67,Female,RoundTrip,Paris,0,1
427,42,Female,RoundTrip,Tokyo,2,0
428,41,Female,RoundTrip,Paris,2,0
429,30,Male,RoundTrip,London,4,0
430,24,Male,RoundTrip,London,4,0
431,53,Male,RoundTrip,Paris,0,0
432,62,Female,RoundTrip,New York,2,0
433,37,Female,OneWay,London,2,1
434,18,Male,RoundTrip,Delhi,4,0
435,25,Female,RoundTrip,Tokyo,4,0
436,63,Female,RoundTrip,Tokyo,0,0
437,33,Female,MultiCity,London,2,1
438,31,Male,MultiCity,Delhi,0,0
439,29,Male,OneWay,Paris,4,1
440,68,Male,OneWay,Tokyo,3,0
441,40,Male,RoundTrip,Delhi,4,0
442,32,Male,RoundTrip,Delhi,2,0
443,45,Female,OneWay,New York,0,0
444,51,Female,OneWay,London,2,0
445,19,Female,RoundTrip,Delhi,4,1
446,49,Female,RoundTrip,Paris,4,1
447,40,Male,MultiCity,Tokyo,1,0
448,39,Male,OneWay,New York,4,0
449,68,Female,RoundTrip,Paris,2,1
450,42,Male,OneWay,Tokyo,0,0
451,39,Female,RoundTrip,London,0,0
452,39,Female,RoundTrip,Paris,1,0
453,66,Female,RoundTrip,Tokyo,2,0
454,69,Female,RoundTrip,New York,4,0
455,59,Male,RoundTrip,Tokyo,3,0
456,23,Female,OneWay,Delhi,0,0
457,32,Male,RoundTrip,New York,2,1
458,60,Female,RoundTrip,Paris,1,0
459,54,Female,RoundTrip,London,3,0
460,50,Female,RoundTrip,New York,2,0
461,25,Female,OneWay,New York,4,1
462,61,Male,OneWay,New York,0,0
463,61,Female,MultiCity,Tokyo,4,0
464,22,Male,MultiCity,Delhi,1,0
465,56,Female,RoundTrip,London,0,0
466,21,Female,RoundTrip,London,3,0
467,23,Female,OneWay,Delhi,0,0
468,62,Male,MultiCity,Tokyo,4,0
469,49,Female,OneWay,Tokyo,2,1
470,69,Female,OneWay,Delhi,2,0
471,47,Female,OneWay,Delhi,2,1
472,64,Female,RoundTrip,Paris,1,0
473,52,Female,RoundTrip,Tokyo,1,0
474,57,Male,OneWay,New York,2,1
475,69,Male,OneWay,London,3,1
476,33,Female,RoundTrip,Tokyo,4,0
477,30,Female,RoundTrip,Delhi,3,0
478,67,Male,RoundTrip,New York,2,1
479,59,Female,RoundTrip,Paris,4,0
480,47,Male,MultiCity,Paris,1,0
481,36,Female,RoundTrip,New York,0,0
482,34,Female,RoundTrip,New York,0,0
483,36,Male,RoundTrip,Delhi,4,0
484,45,Female,OneWay,Delhi,3,1
485,43,Male,RoundTrip,London,4,0
486,54,Male,RoundTrip,London,3,1
487,43,Male,RoundTrip,Paris,3,0
488,40,Female,RoundTrip,New York,0,0
489,26,Male,RoundTrip,Paris,1,0
490,29,Male,RoundTrip,Delhi,2,1
491,18,Female,MultiCity,Tokyo,1,0
492,18,Female,RoundTrip,Delhi,2,0
493,64,Female,RoundTrip,Tokyo,0,1
494,51,Female,OneWay,New York,2,1
495,49,Female,RoundTrip,New York,3,0
496,65,Female,OneWay,New York,4,1
497,42,Male,RoundTrip,London,2,1
498,57,Female,RoundTrip,London,1,0
499,62,Male,OneWay,Tokyo,0,0
500,18,Female,MultiCity,Paris,0,0
501,33,Male,RoundTrip,Paris,4,0
502,56,Male,RoundTrip,Tokyo,3,1
503,22,Female,RoundTrip,London,3,0
504,39,Female,MultiCity,Delhi,0,1
505,46,Male,MultiCity,Tokyo,3,1
506,20,Female,RoundTrip,Paris,4,0
507,29,Female,RoundTrip,Tokyo,0,1
508,43,Male,RoundTrip,Tokyo,3,1
509,33,Male,RoundTrip,New York,2,0
510,68,Male,RoundTrip,London,2,1
511,54,Female,RoundTrip,New York,3,1
512,39,Female,OneWay,London,2,0
513,46,Female,MultiCity,Tokyo,4,1
514,31,Female,MultiCity,London,1,0
515,45,Male,RoundTrip,Paris,4,0
516,22,Female,RoundTrip,New York,4,1
517,64,Male,OneWay,Tokyo,3,1
518,66,Female,RoundTrip,Paris,4,1
519,47,Female,OneWay,London,3,0
520,63,Male,RoundTrip,London,0,0
521,69,Female,RoundTrip,Paris,3,0
522,22,Female,RoundTrip,London,3,0
523,29,Male,RoundTrip,New York,0,0
524,33,Female,OneWay,Delhi,1,1
525,43,Male,RoundTrip,London,0,0
526,43,Male,RoundTrip,Tokyo,3,0
527,65,Male,RoundTrip,London,2,0
528,38,Male,OneWay,Tokyo,3,0
529,56,Female,RoundTrip,London,0,0
530,53,Female,RoundTrip,London,3,0
531,50,Female,RoundTrip,Tokyo,0,0
532,47,Male,RoundTrip,New York,4,0
533,54,Female,RoundTrip,Delhi,1,0
534,40,Female,OneWay,Delhi,1,0
535,27,Female,RoundTrip,New York,0,0
536,22,Female,RoundTrip,London,1,0
537,53,Male,OneWay,Delhi,2,1
538,51,Male,RoundTrip,New York,2,0
539,69,Female,RoundTrip,New York,1,1
540,48,Male,RoundTrip,Delhi,0,1
541,27,Female,RoundTrip,Tokyo,2,0
542,36,Female,OneWay,Paris,1,0
543,49,Female,OneWay,Tokyo,3,1
544,18,Male,OneWay,London,2,0
545,22,Female,OneWay,Tokyo,4,0
546,62,Male,RoundTrip,Paris,2,0
547,21,Male,RoundTrip,Paris,1,0
548,33,Female,RoundTrip,New York,1,1
549,41,Male,RoundTrip,London,1,1
550,33,Male,MultiCity,New York,0,0
551,19,Female,OneWay,Tokyo,0,0
552,66,Male,RoundTrip,Tokyo,3,0
553,45,Male,RoundTrip,Delhi,3,1
554,49,Female,RoundTrip,New York,2,0
555,44,Female,RoundTrip,New York,1,1
556,37,Male,RoundTrip,New York,3,0
557,41,Female,RoundTrip,New York,1,1
558,29,Female,OneWay,Paris,2,0
559,67,Male,OneWay,Delhi,0,1
560,52,Male,RoundTrip,London,3,0
561,50,Female,RoundTrip,London,4,1
562,50,Male,RoundTrip,London,4,0
563,68,Female,OneWay,Paris,4,0
564,60,Female,OneWay,Delhi,4,0
565,54,Male,MultiCity,Delhi,4,0
566,29,Male,RoundTrip,Paris,4,0
567,20,Female,OneWay,New York,4,0
568,18,Female,RoundTrip,Tokyo,3,0
569,50,Female,RoundTrip,New York,4,0
570,57,Female,RoundTrip,London,4,0
571,27,Male,RoundTrip,New York,2,0
572,60,Female,OneWay,Paris,3,0
573,61,Male,RoundTrip,London,2,0
574,46,Male,RoundTrip,Tokyo,1,0
575,30,Female,RoundTrip,London,4,0
576,29,Male,RoundTrip,New York,0,1
577,48,Male,RoundTrip,Delhi,4,0
578,63,Female,RoundTrip,Delhi,4,0
579,19,Male,RoundTrip,Delhi,2,0
580,68,Male,RoundTrip,London,1,1
581,67,Female,MultiCity,Delhi,2,0
582,52,Female,RoundTrip,Paris,3,1
583,40,Female,RoundTrip,Tokyo,1,0
584,34,Female,RoundTrip,Delhi,1,0
585,43,Female,OneWay,Paris,1,0
586,25,Female,OneWay,Paris,2,0
587,46,Female,RoundTrip,London,4,0
588,43,Male,RoundTrip,London,4,0
589,27,Male,OneWay,Tokyo,4,1
590,43,Female,OneWay,Tokyo,4,0
591,51,Male,OneWay,New York,4,0
592,68,Male,OneWay,Tokyo,3,1
593,58,Female,OneWay,London,0,1
594,24,Male,RoundTrip,Paris,1,0
595,21,Female,RoundTrip,New York,0,1
596,67,Male,OneWay,Tokyo,3,0
597,62,Female,OneWay,Paris,4,0
598,28,Male,RoundTrip,London,3,0
599,46,Male,MultiCity,Delhi,3,0
600,53,Male,RoundTrip,New York,0,0
601,42,Female,RoundTrip,Paris,1,0
602,38,Male,OneWay,London,2,0
603,53,Male,RoundTrip,London,2,0
604,27,Female,RoundTrip,New York,1,1
605,54,Female,RoundTrip,New York,4,0
606,26,Male,RoundTrip,Tokyo,3,0
607,41,Male,RoundTrip,Tokyo,4,1
608,52,Male,RoundTrip,New York,3,1
609,66,Male,RoundTrip,New York,2,1
610,52,Female,MultiCity,Paris,1,0
611,65,Male,MultiCity,Tokyo,0,0
612,53,Male,RoundTrip,London,0,0
613,35,Female,OneWay,Tokyo,1,0
614,66,Male,RoundTrip,Tokyo,2,0
615,56,Male,RoundTrip,New York,3,0
616,49,Male,RoundTrip,New York,0,1
617,41,Female,MultiCity,Tokyo,2,0
618,40,Female,MultiCity,Delhi,1,0
619,49,Male,RoundTrip,Delhi,4,0
620,54,Male,RoundTrip,Tokyo,2,1
621,29,Female,RoundTrip,Delhi,2,0
622,66,Male,RoundTrip,Tokyo,4,0
623,30,Male,RoundTrip,New York,2,1
624,40,Female,RoundTrip,New York,0,1
625,42,Female,OneWay,New York,0,1
626,52,Female,RoundTrip,London,0,1
627,58,Male,MultiCity,New York,2,0
628,47,Male,OneWay,New York,2,1
629,34,Male,RoundTrip,Tokyo,2,0
630,66,Male,OneWay,Delhi,1,0
631,37,Female,OneWay,Delhi,4,0
632,65,Male,RoundTrip,New York,2,0
633,42,Male,RoundTrip,New York,4,0
634,39,Female,MultiCity,New York,3,0
635,30,Female,RoundTrip,Tokyo,0,0
636,36,Male,RoundTrip,Tokyo,1,0
637,66,Female,RoundTrip,Tokyo,4,0
638,53,Female,OneWay,Delhi,0,0
639,29,Male,OneWay,London,1,0
640,58,Male,MultiCity,Delhi,0,0
641,36,Male,RoundTrip,Tokyo,2,0
642,29,Male,RoundTrip,Paris,2,0
643,26,Female,RoundTrip,London,0,0
644,24,Female,OneWay,New York,1,1
645,45,Male,RoundTrip,Delhi,0,0
646,31,Male,RoundTrip,London,3,0
647,48,Female,RoundTrip,Paris,1,0
648,69,Male,RoundTrip,London,1,1
649,36,Male,OneWay,Delhi,0,0
650,64,Male,OneWay,Tokyo,4,0
651,33,Male,MultiCity,New York,0,1
652,22,Female,RoundTrip,Tokyo,4,0
653,52,Male,MultiCity,Tokyo,1,0
